shirt_color_name,shirt_hex,pant_color_name,pant_hex,accessory_suggestion,style_type
grey,#808080,white,#FFFFFF,watch,casual
green,#008000,beige,#F5F5DC,bracelet,formal
green,#008000,beige,#F5F5DC,cap,formal
green,#008000,beige,#F5F5DC,cap,party
green,#008000,beige,#F5F5DC,cap,casual
green,#008000,beige,#F5F5DC,belt,casual
green,#008000,beige,#F5F5DC,bracelet,party
green,#008000,beige,#F5F5DC,sunglass,formal
green,#008000,beige,#F5F5DC,belt,party
green,#008000,beige,#F5F5DC,cap,casual
green,#008000,beige,#F5F5DC,sunglass,party
green,#008000,beige,#F5F5DC,cap,formal
green,#008000,beige,#F5F5DC,belt,sport
green,#008000,beige,#F5F5DC,bracelet,party
green,#008000,beige,#F5F5DC,watch,party
green,#008000,beige,#F5F5DC,sunglass,sport
green,#008000,beige,#F5F5DC,belt,casual
green,#008000,beige,#F5F5DC,watch,casual
green,#008000,beige,#F5F5DC,belt,party
green,#008000,beige,#F5F5DC,sunglass,casual
green,#008000,beige,#F5F5DC,bracelet,party
green,#008000,beige,#F5F5DC,watch,party
green,#008000,beige,#F5F5DC,cap,casual
green,#008000,beige,#F5F5DC,watch,casual
green,#008000,beige,#F5F5DC,cap,casual
green,#008000,beige,#F5F5DC,sunglass,formal
green,#008000,beige,#F5F5DC,bracelet,party
green,#008000,beige,#F5F5DC,bracelet,sport
green,#008000,beige,#F5F5DC,bracelet,sport
green,#008000,beige,#F5F5DC,bracelet,casual
green,#008000,beige,#F5F5DC,cap,party
green,#008000,beige,#F5F5DC,cap,casual
green,#008000,beige,#F5F5DC,cap,casual
green,#008000,beige,#F5F5DC,sunglass,sport
green,#008000,beige,#F5F5DC,belt,formal
green,#008000,beige,#F5F5DC,belt,formal
green,#008000,beige,#F5F5DC,belt,party
green,#008000,beige,#F5F5DC,cap,sport
green,#008000,beige,#F5F5DC,sunglass,formal
green,#008000,beige,#F5F5DC,belt,casual
green,#008000,beige,#F5F5DC,watch,party
green,#008000,white,#FFFFFF,cap,formal
green,#008000,white,#FFFFFF,bracelet,sport
green,#008000,white,#FFFFFF,sunglass,casual
green,#008000,white,#FFFFFF,cap,casual
green,#008000,white,#FFFFFF,cap,casual
green,#008000,white,#FFFFFF,cap,party
green,#008000,white,#FFFFFF,sunglass,party
green,#008000,white,#FFFFFF,belt,formal
green,#008000,white,#FFFFFF,watch,party
green,#008000,white,#FFFFFF,watch,party
green,#008000,white,#FFFFFF,sunglass,formal
green,#008000,white,#FFFFFF,sunglass,casual
green,#008000,white,#FFFFFF,belt,casual
green,#008000,white,#FFFFFF,belt,casual
green,#008000,white,#FFFFFF,bracelet,casual
green,#008000,white,#FFFFFF,cap,party
green,#008000,white,#FFFFFF,cap,sport
green,#008000,white,#FFFFFF,watch,casual
green,#008000,white,#FFFFFF,watch,formal
green,#008000,white,#FFFFFF,watch,sport
green,#008000,white,#FFFFFF,watch,party
green,#008000,white,#FFFFFF,cap,casual
green,#008000,white,#FFFFFF,watch,formal
green,#008000,white,#FFFFFF,bracelet,casual
green,#008000,white,#FFFFFF,sunglass,party
green,#008000,white,#FFFFFF,bracelet,party
green,#008000,white,#FFFFFF,belt,casual
green,#008000,white,#FFFFFF,watch,party
green,#008000,white,#FFFFFF,cap,sport
green,#008000,white,#FFFFFF,belt,casual
green,#008000,white,#FFFFFF,cap,casual
green,#008000,white,#FFFFFF,sunglass,formal
green,#008000,white,#FFFFFF,bracelet,sport
green,#008000,white,#FFFFFF,sunglass,sport
green,#008000,white,#FFFFFF,cap,party
green,#008000,white,#FFFFFF,cap,sport
green,#008000,white,#FFFFFF,belt,formal
green,#008000,white,#FFFFFF,sunglass,formal
green,#008000,white,#FFFFFF,bracelet,sport
green,#008000,white,#FFFFFF,watch,sport
green,#008000,brown,#A52A2A,belt,party
green,#008000,brown,#A52A2A,sunglass,party
green,#008000,brown,#A52A2A,watch,sport
green,#008000,brown,#A52A2A,sunglass,party
green,#008000,brown,#A52A2A,cap,formal
green,#008000,brown,#A52A2A,sunglass,sport
green,#008000,brown,#A52A2A,watch,casual
green,#008000,brown,#A52A2A,bracelet,sport
green,#008000,brown,#A52A2A,bracelet,party
green,#008000,brown,#A52A2A,cap,formal
green,#008000,brown,#A52A2A,cap,party
green,#008000,brown,#A52A2A,belt,sport
green,#008000,brown,#A52A2A,cap,party
green,#008000,brown,#A52A2A,belt,casual
green,#008000,brown,#A52A2A,sunglass,formal
green,#008000,brown,#A52A2A,cap,casual
green,#008000,brown,#A52A2A,cap,casual
green,#008000,brown,#A52A2A,belt,formal
green,#008000,brown,#A52A2A,bracelet,formal
green,#008000,brown,#A52A2A,cap,casual
green,#008000,brown,#A52A2A,belt,party
green,#008000,brown,#A52A2A,sunglass,party
green,#008000,brown,#A52A2A,bracelet,casual
green,#008000,brown,#A52A2A,sunglass,sport
green,#008000,brown,#A52A2A,cap,casual
green,#008000,brown,#A52A2A,sunglass,sport
green,#008000,brown,#A52A2A,watch,sport
green,#008000,brown,#A52A2A,watch,party
green,#008000,brown,#A52A2A,watch,party
green,#008000,brown,#A52A2A,sunglass,casual
green,#008000,brown,#A52A2A,watch,sport
green,#008000,brown,#A52A2A,bracelet,casual
green,#008000,brown,#A52A2A,bracelet,sport
green,#008000,brown,#A52A2A,bracelet,formal
green,#008000,brown,#A52A2A,watch,formal
green,#008000,brown,#A52A2A,belt,casual
green,#008000,brown,#A52A2A,bracelet,sport
green,#008000,brown,#A52A2A,bracelet,party
green,#008000,brown,#A52A2A,belt,casual
green,#008000,brown,#A52A2A,cap,formal
brown,#A52A2A,cream,#FFFDD0,watch,formal
brown,#A52A2A,cream,#FFFDD0,watch,sport
brown,#A52A2A,cream,#FFFDD0,bracelet,sport
brown,#A52A2A,cream,#FFFDD0,cap,sport
brown,#A52A2A,cream,#FFFDD0,sunglass,formal
brown,#A52A2A,cream,#FFFDD0,cap,sport
brown,#A52A2A,cream,#FFFDD0,watch,sport
brown,#A52A2A,cream,#FFFDD0,watch,formal
brown,#A52A2A,cream,#FFFDD0,sunglass,formal
brown,#A52A2A,cream,#FFFDD0,bracelet,party
brown,#A52A2A,cream,#FFFDD0,watch,sport
brown,#A52A2A,cream,#FFFDD0,sunglass,casual
brown,#A52A2A,cream,#FFFDD0,belt,party
brown,#A52A2A,cream,#FFFDD0,watch,party
brown,#A52A2A,cream,#FFFDD0,belt,party
brown,#A52A2A,cream,#FFFDD0,watch,casual
brown,#A52A2A,cream,#FFFDD0,bracelet,formal
brown,#A52A2A,cream,#FFFDD0,bracelet,casual
brown,#A52A2A,cream,#FFFDD0,belt,formal
brown,#A52A2A,cream,#FFFDD0,sunglass,sport
brown,#A52A2A,cream,#FFFDD0,watch,party
brown,#A52A2A,cream,#FFFDD0,sunglass,formal
brown,#A52A2A,cream,#FFFDD0,watch,formal
brown,#A52A2A,cream,#FFFDD0,watch,casual
brown,#A52A2A,cream,#FFFDD0,watch,casual
brown,#A52A2A,cream,#FFFDD0,watch,formal
brown,#A52A2A,cream,#FFFDD0,belt,party
brown,#A52A2A,cream,#FFFDD0,watch,formal
brown,#A52A2A,cream,#FFFDD0,cap,formal
brown,#A52A2A,cream,#FFFDD0,watch,sport
brown,#A52A2A,cream,#FFFDD0,cap,party
brown,#A52A2A,cream,#FFFDD0,sunglass,casual
brown,#A52A2A,cream,#FFFDD0,cap,party
brown,#A52A2A,cream,#FFFDD0,belt,party
brown,#A52A2A,cream,#FFFDD0,belt,sport
brown,#A52A2A,cream,#FFFDD0,sunglass,sport
brown,#A52A2A,cream,#FFFDD0,cap,casual
brown,#A52A2A,cream,#FFFDD0,belt,formal
brown,#A52A2A,cream,#FFFDD0,belt,casual
brown,#A52A2A,cream,#FFFDD0,watch,sport
brown,#A52A2A,white,#FFFFFF,sunglass,casual
brown,#A52A2A,white,#FFFFFF,belt,party
brown,#A52A2A,white,#FFFFFF,watch,casual
brown,#A52A2A,white,#FFFFFF,bracelet,sport
brown,#A52A2A,white,#FFFFFF,bracelet,casual
brown,#A52A2A,white,#FFFFFF,cap,formal
brown,#A52A2A,white,#FFFFFF,sunglass,sport
brown,#A52A2A,white,#FFFFFF,bracelet,formal
brown,#A52A2A,white,#FFFFFF,watch,casual
brown,#A52A2A,white,#FFFFFF,bracelet,sport
brown,#A52A2A,white,#FFFFFF,sunglass,formal
brown,#A52A2A,white,#FFFFFF,watch,casual
brown,#A52A2A,white,#FFFFFF,belt,casual
brown,#A52A2A,white,#FFFFFF,belt,sport
brown,#A52A2A,white,#FFFFFF,watch,formal
brown,#A52A2A,white,#FFFFFF,belt,casual
brown,#A52A2A,white,#FFFFFF,sunglass,casual
brown,#A52A2A,white,#FFFFFF,watch,sport
brown,#A52A2A,white,#FFFFFF,bracelet,formal
brown,#A52A2A,white,#FFFFFF,sunglass,party
brown,#A52A2A,white,#FFFFFF,bracelet,formal
brown,#A52A2A,white,#FFFFFF,bracelet,sport
brown,#A52A2A,white,#FFFFFF,watch,formal
brown,#A52A2A,white,#FFFFFF,belt,sport
brown,#A52A2A,white,#FFFFFF,cap,formal
brown,#A52A2A,white,#FFFFFF,bracelet,party
brown,#A52A2A,white,#FFFFFF,sunglass,party
brown,#A52A2A,white,#FFFFFF,cap,formal
brown,#A52A2A,white,#FFFFFF,sunglass,formal
brown,#A52A2A,white,#FFFFFF,sunglass,party
brown,#A52A2A,white,#FFFFFF,sunglass,sport
brown,#A52A2A,white,#FFFFFF,belt,formal
brown,#A52A2A,white,#FFFFFF,bracelet,party
brown,#A52A2A,white,#FFFFFF,bracelet,sport
brown,#A52A2A,white,#FFFFFF,cap,formal
brown,#A52A2A,white,#FFFFFF,sunglass,party
brown,#A52A2A,white,#FFFFFF,sunglass,sport
brown,#A52A2A,white,#FFFFFF,bracelet,casual
brown,#A52A2A,white,#FFFFFF,sunglass,sport
brown,#A52A2A,white,#FFFFFF,sunglass,casual
navy,#000080,grey,#808080,watch,casual
navy,#000080,grey,#808080,belt,party
navy,#000080,grey,#808080,cap,formal
navy,#000080,grey,#808080,watch,party
navy,#000080,grey,#808080,cap,sport
navy,#000080,grey,#808080,watch,formal
navy,#000080,grey,#808080,belt,party
navy,#000080,grey,#808080,sunglass,casual
navy,#000080,grey,#808080,cap,party
navy,#000080,grey,#808080,belt,casual
navy,#000080,grey,#808080,cap,casual
navy,#000080,grey,#808080,bracelet,casual
navy,#000080,grey,#808080,cap,formal
navy,#000080,grey,#808080,belt,party
navy,#000080,grey,#808080,belt,sport
navy,#000080,grey,#808080,watch,formal
navy,#000080,grey,#808080,sunglass,formal
navy,#000080,grey,#808080,belt,party
navy,#000080,grey,#808080,watch,casual
navy,#000080,grey,#808080,bracelet,casual
navy,#000080,grey,#808080,bracelet,formal
navy,#000080,grey,#808080,belt,party
navy,#000080,grey,#808080,bracelet,formal
navy,#000080,grey,#808080,sunglass,party
navy,#000080,grey,#808080,sunglass,casual
navy,#000080,grey,#808080,watch,formal
navy,#000080,grey,#808080,watch,party
navy,#000080,grey,#808080,watch,sport
navy,#000080,grey,#808080,watch,sport
navy,#000080,grey,#808080,cap,casual
navy,#000080,grey,#808080,cap,party
navy,#000080,grey,#808080,belt,sport
navy,#000080,grey,#808080,belt,formal
navy,#000080,grey,#808080,watch,party
navy,#000080,grey,#808080,belt,casual
navy,#000080,grey,#808080,watch,sport
navy,#000080,grey,#808080,watch,formal
navy,#000080,grey,#808080,bracelet,casual
navy,#000080,grey,#808080,bracelet,party
navy,#000080,grey,#808080,sunglass,casual
navy,#000080,white,#FFFFFF,watch,sport
navy,#000080,white,#FFFFFF,belt,party
navy,#000080,white,#FFFFFF,belt,party
navy,#000080,white,#FFFFFF,cap,formal
navy,#000080,white,#FFFFFF,sunglass,formal
navy,#000080,white,#FFFFFF,bracelet,sport
navy,#000080,white,#FFFFFF,bracelet,formal
navy,#000080,white,#FFFFFF,bracelet,casual
navy,#000080,white,#FFFFFF,watch,sport
navy,#000080,white,#FFFFFF,watch,party
navy,#000080,white,#FFFFFF,sunglass,formal
navy,#000080,white,#FFFFFF,sunglass,formal
navy,#000080,white,#FFFFFF,sunglass,casual
navy,#000080,white,#FFFFFF,cap,sport
navy,#000080,white,#FFFFFF,sunglass,sport
navy,#000080,white,#FFFFFF,sunglass,casual
navy,#000080,white,#FFFFFF,sunglass,casual
navy,#000080,white,#FFFFFF,watch,casual
navy,#000080,white,#FFFFFF,sunglass,casual
navy,#000080,white,#FFFFFF,watch,sport
navy,#000080,white,#FFFFFF,bracelet,sport
navy,#000080,white,#FFFFFF,watch,sport
navy,#000080,white,#FFFFFF,bracelet,sport
navy,#000080,white,#FFFFFF,sunglass,sport
navy,#000080,white,#FFFFFF,watch,formal
navy,#000080,white,#FFFFFF,watch,casual
navy,#000080,white,#FFFFFF,bracelet,sport
navy,#000080,white,#FFFFFF,belt,party
navy,#000080,white,#FFFFFF,watch,sport
navy,#000080,white,#FFFFFF,sunglass,casual
navy,#000080,white,#FFFFFF,cap,sport
navy,#000080,white,#FFFFFF,belt,casual
navy,#000080,white,#FFFFFF,belt,party
navy,#000080,white,#FFFFFF,watch,formal
navy,#000080,white,#FFFFFF,sunglass,formal
navy,#000080,white,#FFFFFF,belt,party
navy,#000080,white,#FFFFFF,cap,formal
navy,#000080,white,#FFFFFF,cap,party
navy,#000080,white,#FFFFFF,watch,sport
navy,#000080,white,#FFFFFF,bracelet,sport
beige,#F5F5DC,brown,#A52A2A,bracelet,sport
beige,#F5F5DC,brown,#A52A2A,belt,casual
beige,#F5F5DC,brown,#A52A2A,belt,sport
beige,#F5F5DC,brown,#A52A2A,bracelet,formal
beige,#F5F5DC,brown,#A52A2A,cap,formal
beige,#F5F5DC,brown,#A52A2A,cap,party
beige,#F5F5DC,brown,#A52A2A,cap,casual
beige,#F5F5DC,brown,#A52A2A,belt,casual
beige,#F5F5DC,brown,#A52A2A,bracelet,party
beige,#F5F5DC,brown,#A52A2A,cap,party
beige,#F5F5DC,brown,#A52A2A,sunglass,party
beige,#F5F5DC,brown,#A52A2A,bracelet,formal
beige,#F5F5DC,brown,#A52A2A,belt,casual
beige,#F5F5DC,brown,#A52A2A,watch,casual
beige,#F5F5DC,brown,#A52A2A,cap,formal
beige,#F5F5DC,brown,#A52A2A,watch,formal
beige,#F5F5DC,brown,#A52A2A,bracelet,formal
beige,#F5F5DC,brown,#A52A2A,cap,formal
beige,#F5F5DC,brown,#A52A2A,cap,casual
beige,#F5F5DC,brown,#A52A2A,watch,casual
beige,#F5F5DC,brown,#A52A2A,sunglass,sport
beige,#F5F5DC,brown,#A52A2A,cap,formal
beige,#F5F5DC,brown,#A52A2A,belt,sport
beige,#F5F5DC,brown,#A52A2A,belt,casual
beige,#F5F5DC,brown,#A52A2A,watch,sport
beige,#F5F5DC,brown,#A52A2A,sunglass,casual
beige,#F5F5DC,brown,#A52A2A,bracelet,sport
beige,#F5F5DC,brown,#A52A2A,sunglass,party
beige,#F5F5DC,brown,#A52A2A,sunglass,casual
beige,#F5F5DC,brown,#A52A2A,sunglass,casual
beige,#F5F5DC,brown,#A52A2A,bracelet,party
beige,#F5F5DC,brown,#A52A2A,belt,casual
beige,#F5F5DC,brown,#A52A2A,sunglass,party
beige,#F5F5DC,brown,#A52A2A,bracelet,sport
beige,#F5F5DC,brown,#A52A2A,watch,formal
beige,#F5F5DC,brown,#A52A2A,watch,casual
beige,#F5F5DC,brown,#A52A2A,cap,sport
beige,#F5F5DC,brown,#A52A2A,bracelet,sport
beige,#F5F5DC,brown,#A52A2A,sunglass,formal
beige,#F5F5DC,brown,#A52A2A,sunglass,formal
beige,#F5F5DC,black,#000000,bracelet,sport
beige,#F5F5DC,black,#000000,cap,formal
beige,#F5F5DC,black,#000000,cap,formal
beige,#F5F5DC,black,#000000,bracelet,casual
beige,#F5F5DC,black,#000000,cap,sport
beige,#F5F5DC,black,#000000,cap,formal
beige,#F5F5DC,black,#000000,sunglass,casual
beige,#F5F5DC,black,#000000,watch,casual
beige,#F5F5DC,black,#000000,sunglass,casual
beige,#F5F5DC,black,#000000,bracelet,casual
beige,#F5F5DC,black,#000000,cap,casual
beige,#F5F5DC,black,#000000,cap,party
beige,#F5F5DC,black,#000000,watch,formal
beige,#F5F5DC,black,#000000,cap,casual
beige,#F5F5DC,black,#000000,belt,sport
beige,#F5F5DC,black,#000000,bracelet,formal
beige,#F5F5DC,black,#000000,watch,party
beige,#F5F5DC,black,#000000,cap,casual
beige,#F5F5DC,black,#000000,cap,formal
beige,#F5F5DC,black,#000000,cap,party
beige,#F5F5DC,black,#000000,sunglass,party
beige,#F5F5DC,black,#000000,watch,party
beige,#F5F5DC,black,#000000,belt,party
beige,#F5F5DC,black,#000000,cap,party
beige,#F5F5DC,black,#000000,belt,formal
beige,#F5F5DC,black,#000000,bracelet,sport
beige,#F5F5DC,black,#000000,watch,casual
beige,#F5F5DC,black,#000000,cap,formal
beige,#F5F5DC,black,#000000,watch,formal
beige,#F5F5DC,black,#000000,bracelet,party
beige,#F5F5DC,black,#000000,watch,casual
beige,#F5F5DC,black,#000000,watch,party
beige,#F5F5DC,black,#000000,cap,casual
beige,#F5F5DC,black,#000000,sunglass,party
beige,#F5F5DC,black,#000000,watch,sport
beige,#F5F5DC,black,#000000,sunglass,party
beige,#F5F5DC,black,#000000,bracelet,party
beige,#F5F5DC,black,#000000,sunglass,sport
beige,#F5F5DC,black,#000000,watch,party
beige,#F5F5DC,black,#000000,watch,party
cream,#FFFDD0,brown,#A52A2A,bracelet,sport
cream,#FFFDD0,brown,#A52A2A,belt,formal
cream,#FFFDD0,brown,#A52A2A,bracelet,sport
cream,#FFFDD0,brown,#A52A2A,bracelet,sport
cream,#FFFDD0,brown,#A52A2A,sunglass,party
cream,#FFFDD0,brown,#A52A2A,cap,party
cream,#FFFDD0,brown,#A52A2A,cap,sport
cream,#FFFDD0,brown,#A52A2A,sunglass,party
cream,#FFFDD0,brown,#A52A2A,belt,casual
cream,#FFFDD0,brown,#A52A2A,sunglass,formal
cream,#FFFDD0,brown,#A52A2A,bracelet,formal
cream,#FFFDD0,brown,#A52A2A,sunglass,sport
cream,#FFFDD0,brown,#A52A2A,bracelet,sport
cream,#FFFDD0,brown,#A52A2A,bracelet,sport
cream,#FFFDD0,brown,#A52A2A,sunglass,casual
cream,#FFFDD0,brown,#A52A2A,cap,formal
cream,#FFFDD0,brown,#A52A2A,watch,party
cream,#FFFDD0,brown,#A52A2A,belt,party
cream,#FFFDD0,brown,#A52A2A,cap,formal
cream,#FFFDD0,brown,#A52A2A,bracelet,sport
cream,#FFFDD0,brown,#A52A2A,bracelet,formal
cream,#FFFDD0,brown,#A52A2A,sunglass,party
cream,#FFFDD0,brown,#A52A2A,watch,sport
cream,#FFFDD0,brown,#A52A2A,bracelet,sport
cream,#FFFDD0,brown,#A52A2A,sunglass,casual
cream,#FFFDD0,brown,#A52A2A,bracelet,party
cream,#FFFDD0,brown,#A52A2A,belt,formal
cream,#FFFDD0,brown,#A52A2A,bracelet,casual
cream,#FFFDD0,brown,#A52A2A,cap,sport
cream,#FFFDD0,brown,#A52A2A,bracelet,party
cream,#FFFDD0,brown,#A52A2A,belt,formal
cream,#FFFDD0,brown,#A52A2A,cap,sport
cream,#FFFDD0,brown,#A52A2A,cap,casual
cream,#FFFDD0,brown,#A52A2A,bracelet,formal
cream,#FFFDD0,brown,#A52A2A,cap,formal
cream,#FFFDD0,brown,#A52A2A,belt,casual
cream,#FFFDD0,brown,#A52A2A,bracelet,casual
cream,#FFFDD0,brown,#A52A2A,cap,formal
cream,#FFFDD0,brown,#A52A2A,bracelet,formal
cream,#FFFDD0,brown,#A52A2A,belt,party
cream,#FFFDD0,black,#000000,sunglass,party
cream,#FFFDD0,black,#000000,sunglass,casual
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,watch,sport
cream,#FFFDD0,black,#000000,belt,casual
cream,#FFFDD0,black,#000000,cap,party
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,belt,party
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,sunglass,sport
cream,#FFFDD0,black,#000000,sunglass,sport
cream,#FFFDD0,black,#000000,sunglass,casual
cream,#FFFDD0,black,#000000,bracelet,party
cream,#FFFDD0,black,#000000,sunglass,casual
cream,#FFFDD0,black,#000000,bracelet,casual
cream,#FFFDD0,black,#000000,cap,formal
cream,#FFFDD0,black,#000000,cap,sport
cream,#FFFDD0,black,#000000,cap,party
cream,#FFFDD0,black,#000000,watch,sport
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,bracelet,sport
cream,#FFFDD0,black,#000000,bracelet,party
cream,#FFFDD0,black,#000000,sunglass,formal
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,belt,formal
cream,#FFFDD0,black,#000000,belt,formal
cream,#FFFDD0,black,#000000,sunglass,party
cream,#FFFDD0,black,#000000,bracelet,sport
cream,#FFFDD0,black,#000000,sunglass,sport
cream,#FFFDD0,black,#000000,sunglass,party
cream,#FFFDD0,black,#000000,watch,formal
cream,#FFFDD0,black,#000000,cap,party
cream,#FFFDD0,black,#000000,belt,formal
cream,#FFFDD0,black,#000000,bracelet,casual
cream,#FFFDD0,black,#000000,bracelet,party
cream,#FFFDD0,black,#000000,bracelet,sport
cream,#FFFDD0,black,#000000,bracelet,formal
cream,#FFFDD0,black,#000000,cap,sport
